brand,series,model,year,col,size,cpu,gen,ram,slots,max,sold,w11,tag,st_25sata,st_msata,st_m2sata,st_m2nvme,st_ide,st_emmc,st_m2len,st_note,price,price_note,os,note,aliases,pwr,bat,bat_note
dell,,7430,2022,14,14″,Intel 12th gen (Alder Lake),ddr5,DDR4-3200 or LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$215–325,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,Premium; soldered. Also a 7430 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7440,2023,14,14″,Intel 13th gen (Raptor Lake),ddr5,LPDDR5-4800 soldered,"soldered, no slots",64 GB (std 32),1,1,NVMe,,,,1,,,2230,,$349–450,"Real eBay sold IQR, Jul 2026 (n=43, median $440). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium; soldered LPDDR5. Also 7440 2-in-1 and 7440 Ultralight.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7450,2024,14,14″,Intel Core Ultra (Meteor Lake),ddr5,LPDDR5x-6400 soldered,"soldered, no slots",64 GB,1,1,NVMe,,,,1,,,2230,PCIe Gen 4,$425–600,"Real eBay sold IQR, Jul 2026 (n=29, median $550). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium; soldered LPDDR5x. Also 7450 2-in-1 and 7450 Ultralight.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7370,2016,13,13.3″,Intel 6th gen (Skylake),ddr4,DDR4-2133 SODIMM,2× SODIMM,16 GB,,0,SATA/NVMe,,,1,1,,,,,$70–115,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,Premium 13.3″ (7000).,,"USB-C PD only · 45W|>First USB-C-only Latitudes (2016). Any PD brick works. 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7380,2017,13,13.3″,Intel 7th gen (Kaby Lake),ddr4,DDR4-2133,1× SODIMM,16 GB,,0,SATA/NVMe,,,1,1,,,,,$80–130,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,Premium 13.3″ (7000).,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,7300,2019,13,13.3″,Intel 8th gen (Whiskey Lake),ddr4,DDR4 SODIMM,2× SODIMM,32 GB,,1,NVMe,,,,1,,,,,$90–140,"Real eBay sold IQR, Jul 2026 (n=45, median $110). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium 13.3″ (7000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7310,2020,13,13.3″,Intel 10th gen (Comet Lake),ddr4,DDR4-2666 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$135–210,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,Premium 13.3″; soldered. Also a 7310 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,7330,2022,13,13.3″,Intel 12th gen (Alder Lake),ddr4,DDR4-3200 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$200–290,"Real eBay sold IQR, Jul 2026 (n=45, median $240). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium 13.3″ laptop; soldered. (The 7330 Rugged Extreme is a different machine.),,7.4mm barrel (big round tip) · 90W+|>Search: PA-10 (90W) / PA-4E (130W). Newer Rugged gens also accept USB-C PD. An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,7340,2023,13,13.3″,Intel 13th gen (Raptor Lake),ddr5,LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,2230,,$275–410,Est. (calibrated to Jul 2026 sold data). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.,,Premium 13.3″ (7000); soldered.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,E7270,2016,12,12.5″,Intel 6th gen (Skylake),ddr4,DDR4-2133 SODIMM,2× SODIMM,16 GB,,0,SATA/NVMe,,,1,1,,,,,$59–105,"Real eBay sold IQR, Jul 2026 (n=26, median $75). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium 12.5″ ultraportable (7000).,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,7280,2017,12,12.5″,Intel 6th/7th gen (Skylake/Kaby Lake),ddr4,DDR4,1× SODIMM,16 GB,,0,SATA/NVMe,,,1,1,,,,,$81–145,"Real eBay sold IQR, Jul 2026 (n=32, median $110). Premium build resells well; carbon/alu lids scratch — grade A gets a premium.",,Premium 12.5″ ultraportable (7000). UserBenchmark-verified: large share of 7280s shipped 6th-gen (i5-6300U) — check CPU before assuming Kaby Lake.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,9410,2020,14,14″,Intel 10th gen (Comet Lake),ddr3,LPDDR3-2133 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$145–225,"Est. (calibrated to Jul 2026 sold data). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship (9000); soldered. Also a 9410 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9420,2021,14,14″,Intel 11th gen (Tiger Lake),ddr4,LPDDR4x soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$291–349,"Real eBay sold IQR, Jul 2026 (n=45, median $329). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship (9000); soldered. Also a 9420 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9430,2022,14,14″,Intel 12th gen (Alder Lake),ddr5,LPDDR5 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,2230,,$337–470,"Real eBay sold IQR, Jul 2026 (n=47, median $389). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship (9000); soldered. Also a 9430 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9440,2023,14,14″,Intel 13th gen (Raptor Lake),ddr5,LPDDR5x-6400 soldered,"soldered, no slots",64 GB,1,1,NVMe,,,,1,,,2230,,$295–440,"Est. (calibrated to Jul 2026 sold data). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship 9440 2-in-1; soldered LPDDR5x.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9450,2024,14,14″,Intel Core Ultra (Meteor Lake),ddr5,LPDDR5x-7467 soldered,"soldered, no slots",64 GB,1,1,NVMe,,,,1,,,2230,PCIe Gen 4,$430–625,"Est. (calibrated to Jul 2026 sold data). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship 9450 2-in-1; soldered LPDDR5x.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9510,2020,15,15.6″,Intel 10th gen (Comet Lake),ddr3,LPDDR3-2133 soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$145–225,"Est. (calibrated to Jul 2026 sold data). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship 15″ (9000); soldered. Also a 9510 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9520,2021,15,15″,Intel 11th gen (Tiger Lake),ddr4,LPDDR4x soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,,$165–250,"Est. (calibrated to Jul 2026 sold data). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,Flagship 15″ (9000); soldered. Also a 9520 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,9330,2022,13,13.3″,Intel 12th gen (Alder Lake),ddr5,LPDDR5-5200 soldered,"soldered, no slots",32 GB,1,1,NVMe,,,,1,,,,up to 1 TB,$230–345,"Est. (calibrated to Jul 2026 sold data). Flagship, but soldered RAM caps upgrade appeal — resale sits close to 7000-series.",,"Flagship 13.3″ 2-in-1 (9000); QHD+ touch, thinnest Latitude ever made.",,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3480,2016,14,14″,Intel 7th gen (Kaby Lake),ddr4,DDR4 SODIMM,2× SODIMM,16 GB,,0,SATA/NVMe,1,,1,1,,,,,$50–85,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget / education line (3000).,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,3490,2017,14,14″,Intel 8th gen (Kaby Lake R),ddr4,DDR4 SODIMM,2× SODIMM,32 GB,,1,SATA/NVMe,1,,1,1,,,,,$55–95,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget (3000).,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,3400,2018,14,14″,Intel 8th gen (Whiskey Lake),ddr4,DDR4 SODIMM,2× SODIMM,64 GB,,1,NVMe,1,,1,1,,,,,$70–110,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget (3000).,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,3410,2020,14,14″,Intel 10th gen (Comet Lake),ddr4,DDR4-2666 SODIMM,2× SODIMM,64 GB,,1,NVMe,1,,1,1,,,,,$95–150,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3420,2021,14,14″,Intel 11th gen (Tiger Lake),ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,1,,1,1,,,,,$110–165,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3430,2022,14,14″,Intel 12th gen (Alder Lake),ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$150–230,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3440,2023,14,14″,Intel 13th gen (Raptor Lake),ddr5,DDR5-5200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$240–349,"Real eBay sold IQR, Jul 2026 (n=38, median $295). Budget line — big off-lease supply keeps prices soft; plastics often show wear.",,Budget (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3450,2024,14,14″,Intel Core 5/7 (Meteor Lake U),ddr5,DDR5-5600 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$290–415,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3580,2017,15,15.6″,Intel 7th gen (Kaby Lake),ddr4,DDR4 SODIMM,2× SODIMM,16 GB,,0,SATA/NVMe,1,,1,1,,,,,$55–95,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"7.4mm barrel (big round tip) · 90W+|>Base 90W (PA-10), top configs 130W (PA-4E). USB-C PD charging also works on most of these. An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.",,
dell,,3590,2018,15,15.6″,Intel 8th gen (Kaby Lake R),ddr4,DDR4 SODIMM,2× SODIMM,32 GB,,1,NVMe,1,,1,1,,,,,$70–110,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"7.4mm barrel (big round tip) · 90W+|>Base 90W (PA-10), top configs 130W (PA-4E). USB-C PD charging also works on most of these. An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.",,
dell,,3500,2019,15,15.6″,Intel 8th gen (Whiskey Lake),ddr4,DDR4 SODIMM,2× SODIMM,32 GB,,1,NVMe,1,,1,1,,,,,$85–125,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3520,2021,15,15.6″,Intel 11th gen (Tiger Lake),ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,1,,1,1,,,,,$110–165,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3530,2022,15,15.6″,Intel 12th gen (Alder Lake),ddr4,DDR4-3200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$150–230,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3540,2023,15,15.6″,Intel 13th gen (Raptor Lake),ddr5,DDR5-5200 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$200–295,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3550,2024,15,15.6″,Intel Core 5/7 (Meteor Lake U),ddr5,DDR5-5600 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,,$290–415,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 15″ (3000).,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3380,2016,13,13.3″,Intel 6th/7th gen,ddr4,DDR4 SODIMM,1× SODIMM,8 GB,,0,SATA,2,,2,,,,,,$50–85,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 13.3″ (3000/3300 education).,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,3300,2017,13,13.3″,Intel 7th/8th gen,ddr4,DDR4 SODIMM,1× SODIMM,16 GB,,1,NVMe,,,,1,,,,,$55–95,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 13.3″. Win 11 only with the i5-8250U (8th-gen) option.,,"7.4mm barrel (big round tip) · 65W|>Search: PA-12 / LA65NS2-01. USB-C PD charging also works on most of these configs — either connector is fine. Any 7.4mm Dell brick from ~2003–2020 fits; higher wattage than needed is always fine. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM.",,
dell,,3310,2019,13,13.3″,Intel 8th gen (Whiskey Lake),ddr4,DDR4 SODIMM,1× SODIMM,16 GB,,1,NVMe,,,,1,,,,,$85–125,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 13.3″. Also a 3310 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). Some 3000/5000 configs of these years still offered the 7.4mm barrel. 💡 Buying tip: used OEM bricks are $10–20 shipped on eBay — same price as 3rd-party, so just buy OEM. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,3330,2022,13,13.3″,Intel 11th/12th gen,ddr4,LPDDR4x soldered,"soldered, no slots",16 GB,1,1,NVMe,,,,1,,,,,$150–230,Est. (calibrated to Jul 2026 sold data). Budget line — big off-lease supply keeps prices soft; plastics often show wear.,,Budget 13.3″; onboard RAM. Also a 3330 2-in-1.,,"USB-C PD · 65W|>Any USB-C PD brick ≥65W works (Dell LA65NM170 typical; 45W = slow-charge + BIOS nag). 💡 Buying tip: used OEM ~$10–20, but for USB-C any solid-brand PD charger (Anker etc.) is equally fine — the standard does the work. <span style=""color:#e5b567"">⚠</span> Basic phone USB-C chargers (5–20W) don't have enough power — you need a laptop-class 45–65W+ PD brick.",,
dell,,5414 Rugged,2016,14,14″,Intel 6th gen (Skylake),ddr4,DDR4-2133 SODIMM,2× SODIMM,32 GB,,0,SATA,2,,2,,,,,removable drive caddy,$110–185,"Est. (calibrated to Jul 2026 sold data). Niche but sticky demand. Check touchscreen, handles, port covers; batteries pricey.",,"Rugged 14″ (MIL-STD-810G, IP-52).",,7.4mm barrel (big round tip) · 90W+|>Search: PA-10 (90W) / PA-4E (130W). Newer Rugged gens also accept USB-C PD. An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
dell,,5424 Rugged,2019,14,14″,Intel 8th gen (Whiskey Lake),ddr4,DDR4 SODIMM,2× SODIMM,64 GB,,1,NVMe,,,,1,,,,removable drive caddy,$200–325,"Est. (calibrated to Jul 2026 sold data). Niche but sticky demand. Check touchscreen, handles, port covers; batteries pricey.",,Rugged 14″ (≈5490 internals).,,7.4mm barrel (big round tip) · 90W+|>Search: PA-10 (90W) / PA-4E (130W). Newer Rugged gens also accept USB-C PD. An undersized brick still runs the laptop but slow-charges or throttles — check the label before blaming the machine. 💡 Buying tip: 65/90W OEM bricks are $10–20 used; the 130W ones run more like $15–25 — still buy OEM.,,
